campaign_id,platform,date,spend,impressions,clicks,conversions,revenue
C-003,Meta,2024-02-08,113.59,22543,670,24,308.79
C-004,Google,2024-02-08,190.41,40511,1984,144,1237.41
C-005,Google,2024-02-08,218.4,41426,1518,67,806.96
C-006,Google,2024-02-08,244.21,53635,1066,18,391.51
C-007,Google,2024-02-08,146.4,30402,985,42,434.71
C-008,TikTok,2024-02-08,67.12,13523,704,49,522.26
C-009,TikTok,2024-02-08,94.26,18305,726,28,388.57
C-010,TikTok,2024-02-08,210.65,41284,2442,33,433.14
C-011,Meta,2024-02-08,102.38,19487,527,19,293.59
C-012,Google,2024-02-08,163.61,32367,1033,45,537.47
C-001,Meta,2024-02-09,150.02,29073,747,26,467.96
C-002,Meta,2024-02-09,364.33,67270,1904,25,481.28
C-003,Meta,2024-02-09,98.66,18575,517,19,280.81
C-004,Google,2024-02-09,190.63,36745,1554,127,1096.01
C-005,Google,2024-02-09,232.0,47773,1760,66,903.31
C-006,Google,2024-02-09,258.49,48331,868,15,470.47
C-007,Google,2024-02-09,119.54,23453,679,28,363.03
C-008,TikTok,2024-02-09,51.53,10541,479,39,358.64
C-009,TikTok,2024-02-09,95.53,17981,735,36,298.78
C-010,TikTok,2024-02-09,176.11,37842,1885,21,365.12
C-011,Meta,2024-02-09,111.44,23904,650,24,321.11
C-012,Google,2024-02-09,165.34,33643,1059,47,547.72
C-001,Meta,2024-02-10,164.12,34176,962,39,459.76
C-002,Meta,2024-02-10,284.86,52617,1238,16,421.95
C-003,Meta,2024-02-10,100.32,19735,492,18,263.5
C-004,Google,2024-02-10,187.32,38913,1827,157,1237.64
C-005,Google,2024-02-10,209.35,38857,1284,53,616.47
C-006,Google,2024-02-10,268.16,48371,861,16,488.76
C-007,Google,2024-02-10,130.21,26015,878,34,444.81
C-008,TikTok,2024-02-10,59.8,10961,470,40,403.7
C-009,TikTok,2024-02-10,83.92,16910,578,25,324.09
C-010,TikTok,2024-02-10,215.96,43621,2120,22,490.95
C-011,Meta,2024-02-10,131.64,25626,758,23,392.81
C-012,Google,2024-02-10,162.22,35622,1035,46,558.25
C-001,Meta,2024-02-11,140.9,30994,915,34,493.72
C-002,Meta,2024-02-11,314.15,69037,1868,25,480.81
C-003,Meta,2024-02-11,102.64,19914,592,23,267.83
C-004,Google,2024-02-11,160.52,30220,1240,80,996.68
C-005,Google,2024-02-11,196.21,39546,1310,58,624.95
C-006,Google,2024-02-11,260.46,55821,1279,24,366.13
C-007,Google,2024-02-11,148.05,31301,1127,51,509.49
C-008,TikTok,2024-02-11,53.28,11436,528,44,421.42
C-009,TikTok,2024-02-11,97.06,20096,761,35,325.17
C-010,TikTok,2024-02-11,194.85,38595,2207,29,359.24
C-011,Meta,2024-02-11,120.56,23042,703,24,383.17
C-012,Google,2024-02-11,151.71,27322,975,42,519.11
C-001,Meta,2024-02-12,148.13,30598,878,30,478.91
C-002,Meta,2024-02-12,292.91,57757,1319,18,450.47
C-003,Meta,2024-02-12,95.13,19322,551,20,262.94
C-004,Google,2024-02-12,189.86,34542,1367,111,1219.13
C-005,Google,2024-02-12,186.33,39931,1372,48,720.57
C-006,Google,2024-02-12,254.99,52921,941,17,366.24
C-007,Google,2024-02-12,146.88,28048,939,34,437.82
C-008,TikTok,2024-02-12,67.27,12553,608,45,513.32
C-009,TikTok,2024-02-12,82.82,17079,688,26,296.08
C-010,TikTok,2024-02-12,177.96,33642,1950,19,395.65
C-011,Meta,2024-02-12,131.42,28850,760,24,320.6
C-012,Google,2024-02-12,154.39,32303,938,36,550.52
C-001,Meta,2024-02-13,133.67,28196,910,32,491.0
C-002,Meta,2024-02-13,285.71,57490,1225,19,392.81
C-003,Meta,2024-02-13,106.67,21880,548,20,326.66
C-004,Google,2024-02-13,199.44,36590,1449,116,1331.2
C-005,Google,2024-02-13,202.69,44293,1463,54,643.04
C-006,Google,2024-02-13,245.08,49539,1020,18,424.95
C-007,Google,2024-02-13,137.43,29398,985,37,428.3
C-008,TikTok,2024-02-13,60.17,12630,592,41,484.94
C-009,TikTok,2024-02-13,102.28,20435,686,30,378.58
C-010,TikTok,2024-02-13,201.7,44194,2785,37,376.81
C-011,Meta,2024-02-13,132.99,26961,698,26,401.72
C-012,Google,2024-02-13,181.81,38328,1081,38,540.28
C-001,Meta,2024-02-14,129.29,23584,768,30,429.69
C-002,Meta,2024-02-14,320.1,62937,1668,21,453.06
C-003,Meta,2024-02-14,103.48,19774,522,19,273.37
C-004,Google,2024-02-14,196.64,39614,1724,134,1406.43
C-005,Google,2024-02-14,221.41,40439,1499,67,831.04
C-006,Google,2024-02-14,242.86,44552,873,15,401.26
C-007,Google,2024-02-14,122.56,25696,881,31,403.63
C-008,TikTok,2024-02-14,63.63,11870,674,54,497.03
C-009,TikTok,2024-02-14,95.96,17913,604,29,321.49
C-010,TikTok,2024-02-14,223.18,47059,2222,29,436.62
C-011,Meta,2024-02-14,104.3,21745,600,18,288.11
C-012,Google,2024-02-14,153.29,30655,1031,40,454.49
C-001,Meta,2024-02-15,132.13,26816,858,31,423.94
C-002,Meta,2024-02-15,276.23,59256,1367,20,373.15
C-003,Meta,2024-02-15,89.5,19443,602,23,291.78
C-004,Google,2024-02-15,193.0,37977,1617,118,1337.41
C-005,Google,2024-02-15,195.59,35815,1205,50,745.19
C-006,Google,2024-02-15,253.06,53692,1228,25,352.53
C-007,Google,2024-02-15,128.64,24607,868,32,405.14
C-008,TikTok,2024-02-15,51.14,9615,489,36,381.76
C-009,TikTok,2024-02-15,89.03,18132,687,33,291.22
C-010,TikTok,2024-02-15,224.03,47140,2394,24,457.77
C-011,Meta,2024-02-15,110.39,21399,636,25,350.91
C-012,Google,2024-02-15,136.07,28070,1023,44,383.69
C-001,Meta,2024-02-16,151.34,28682,858,29,556.49
C-002,Meta,2024-02-16,340.32,62523,1760,29,479.27
C-003,Meta,2024-02-16,106.03,20665,660,21,270.18
C-004,Google,2024-02-16,160.21,34092,1338,102,1021.05
C-005,Google,2024-02-16,239.25,45330,1472,58,886.86
C-006,Google,2024-02-16,296.86,62166,1175,19,414.37
C-007,Google,2024-02-16,118.41,25007,820,29,330.11
C-008,TikTok,2024-02-16,59.39,11655,589,53,390.1
C-009,TikTok,2024-02-16,84.82,16166,544,21,322.4
C-010,TikTok,2024-02-16,219.58,45645,2164,28,437.3
C-011,Meta,2024-02-16,105.28,19995,516,18,310.45
C-012,Google,2024-02-16,148.49,32612,924,36,468.35
C-001,Meta,2024-02-17,161.16,30619,908,39,459.98
C-002,Meta,2024-02-17,273.15,58239,1666,22,419.54
C-003,Meta,2024-02-17,96.17,19735,576,22,258.71
C-004,Google,2024-02-17,196.89,35611,1393,117,1258.07
C-005,Google,2024-02-17,186.61,40345,1551,61,547.43
C-006,Google,2024-02-17,276.72,51669,1056,20,428.81
C-007,Google,2024-02-17,111.65,23148,668,24,313.63
C-008,TikTok,2024-02-17,56.04,12067,519,43,372.72
C-009,TikTok,2024-02-17,84.47,16596,640,25,284.0
C-010,TikTok,2024-02-17,178.23,33503,2055,24,388.96
C-011,Meta,2024-02-17,130.88,27719,858,33,350.97
C-012,Google,2024-02-17,162.14,32328,1198,49,501.47
C-001,Meta,2024-02-18,135.59,26135,717,32,470.14
C-002,Meta,2024-02-18,277.62,60982,1538,24,446.92
C-003,Meta,2024-02-18,114.22,21017,616,21,362.67
C-004,Google,2024-02-18,202.53,36908,1908,131,1453.29
C-005,Google,2024-02-18,228.74,44419,1712,79,702.15
C-006,Google,2024-02-18,287.77,61078,1293,26,395.26
C-007,Google,2024-02-18,137.82,30031,979,39,387.28
C-008,TikTok,2024-02-18,68.78,14805,738,55,493.8
C-009,TikTok,2024-02-18,78.94,14943,519,23,241.61
C-010,TikTok,2024-02-18,225.07,42326,2069,26,532.03
C-011,Meta,2024-02-18,132.39,25543,590,21,417.09
C-012,Google,2024-02-18,173.17,37034,1354,63,533.13
C-001,Meta,2024-02-19,169.89,33268,878,33,484.36
C-002,Meta,2024-02-19,287.12,62577,1701,29,419.96
C-003,Meta,2024-02-19,90.23,19737,584,25,284.2
C-004,Google,2024-02-19,165.05,33597,1364,96,1133.49
C-005,Google,2024-02-19,186.52,39011,1549,73,613.55
C-006,Google,2024-02-19,321.52,70286,1208,22,579.41
C-007,Google,2024-02-19,148.23,27991,913,41,409.97
C-008,TikTok,2024-02-19,64.42,12208,698,50,517.44
C-009,TikTok,2024-02-19,78.9,16439,650,32,279.49
C-010,TikTok,2024-02-19,185.91,35319,1690,18,344.5
C-011,Meta,2024-02-19,102.05,19944,576,23,318.7
C-012,Google,2024-02-19,159.67,31159,1042,37,507.8
C-001,Meta,2024-02-20,166.38,34280,1086,39,464.33
C-002,Meta,2024-02-20,353.19,67740,1601,27,431.3
C-003,Meta,2024-02-20,90.1,17571,526,20,292.5
C-004,Google,2024-02-20,158.03,32200,1498,111,882.67
C-005,Google,2024-02-20,237.87,44386,1735,65,712.01
C-006,Google,2024-02-20,255.27,47888,1014,19,436.61
C-007,Google,2024-02-20,120.85,23113,681,23,382.7
C-008,TikTok,2024-02-20,66.12,12307,589,46,446.72
C-009,TikTok,2024-02-20,94.37,19252,665,25,306.18
C-010,TikTok,2024-02-20,187.51,34366,2085,23,381.66
C-011,Meta,2024-02-20,119.61,24692,584,21,303.25
C-012,Google,2024-02-20,178.5,34767,1128,42,565.21
C-001,Meta,2024-02-21,137.68,26261,684,29,462.71
C-002,Meta,2024-02-21,280.23,54295,1374,23,402.88
C-003,Meta,2024-02-21,101.61,21707,665,24,297.81
C-004,Google,2024-02-21,199.81,39760,1994,148,1134.71
C-005,Google,2024-02-21,235.37,49091,1719,80,872.39
C-006,Google,2024-02-21,294.91,60400,1070,20,425.55
C-007,Google,2024-02-21,148.89,32590,1139,40,450.95
C-008,TikTok,2024-02-21,68.79,13580,780,64,544.93
C-009,TikTok,2024-02-21,83.46,18063,771,30,290.37
C-010,TikTok,2024-02-21,193.84,37419,1919,22,452.67
C-011,Meta,2024-02-21,130.32,26705,725,25,355.53
C-012,Google,2024-02-21,143.11,29125,1035,48,516.33
C-001,Meta,2024-02-22,152.82,28124,789,31,466.12
C-002,Meta,2024-02-22,311.45,60832,1514,23,375.53
C-003,Meta,2024-02-22,93.26,17323,500,20,233.03
C-004,Google,2024-02-22,201.04,38852,1610,129,1471.74
C-005,Google,2024-02-22,235.01,42491,1628,64,746.38
C-006,Google,2024-02-22,279.3,58051,1021,20,397.86
C-007,Google,2024-02-22,148.49,29360,1031,38,448.83
C-008,TikTok,2024-02-22,62.62,11742,536,47,483.45
C-009,TikTok,2024-02-22,97.01,20826,867,39,313.51
C-010,TikTok,2024-02-22,188.67,37785,1851,24,441.3
C-011,Meta,2024-02-22,103.04,19341,574,22,266.83
C-012,Google,2024-02-22,157.91,34222,1198,45,554.35
C-001,Meta,2024-02-23,150.23,30859,821,28,462.34
C-002,Meta,2024-02-23,329.03,61562,1710,26,439.88
C-003,Meta,2024-02-23,89.91,19400,583,23,243.93
C-004,Google,2024-02-23,173.87,32429,1490,127,1251.23
C-005,Google,2024-02-23,219.28,45414,1479,60,638.2
C-006,Google,2024-02-23,303.55,63958,1090,22,507.15
C-007,Google,2024-02-23,133.94,24154,715,31,390.98
C-008,TikTok,2024-02-23,68.41,14072,687,52,470.2
C-009,TikTok,2024-02-23,83.3,16549,662,32,290.63
C-010,TikTok,2024-02-23,176.14,35309,2036,26,355.94
C-011,Meta,2024-02-23,125.3,25606,649,20,304.93
C-012,Google,2024-02-23,183.44,37719,1379,52,624.18
C-001,Meta,2024-02-24,167.66,32182,864,37,600.84
C-002,Meta,2024-02-24,349.32,74088,1907,29,515.57
C-003,Meta,2024-02-24,106.64,21990,707,24,301.7
C-004,Google,2024-02-24,173.97,31560,1508,115,1025.61
C-005,Google,2024-02-24,224.27,42363,1498,68,855.51
C-006,Google,2024-02-24,294.44,58974,1301,25,524.31
C-007,Google,2024-02-24,117.56,21619,614,22,398.15
C-008,TikTok,2024-02-24,64.73,12125,638,48,408.63
C-009,TikTok,2024-02-24,86.09,18058,646,31,294.24
C-010,TikTok,2024-02-24,185.63,35596,2164,25,432.67
C-011,Meta,2024-02-24,123.01,26788,630,25,344.48
C-012,Google,2024-02-24,177.64,34687,1075,38,628.86
C-001,Meta,2024-02-25,133.68,25133,733,29,479.96
C-002,Meta,2024-02-25,315.93,60865,1620,26,440.65
C-003,Meta,2024-02-25,103.93,19442,566,18,280.92
C-004,Google,2024-02-25,194.1,36247,1760,131,1361.41
C-005,Google,2024-02-25,184.05,37652,1370,55,713.13
C-006,Google,2024-02-25,270.2,49043,892,15,369.3
C-007,Google,2024-02-25,123.07,26254,762,32,396.02
C-008,TikTok,2024-02-25,55.48,11525,549,39,385.5
C-009,TikTok,2024-02-25,92.39,17247,719,30,311.73
C-010,TikTok,2024-02-25,213.67,43557,2279,30,515.4
C-011,Meta,2024-02-25,114.34,24703,638,20,363.19
C-012,Google,2024-02-25,180.07,35318,1070,46,512.47
C-001,Meta,2024-02-26,160.53,32681,883,33,536.9
C-002,Meta,2024-02-26,275.59,59268,1373,20,333.58
C-003,Meta,2024-02-26,114.84,23712,694,22,351.99
C-004,Google,2024-02-26,175.51,34261,1563,116,1022.1
C-005,Google,2024-02-26,222.3,45618,1501,66,792.66
C-006,Google,2024-02-26,260.68,53237,948,18,367.65
C-007,Google,2024-02-26,138.53,25587,723,25,390.62
C-008,TikTok,2024-02-26,54.6,10402,523,38,417.11
C-009,TikTok,2024-02-26,84.47,15337,582,23,343.6
C-010,TikTok,2024-02-26,189.84,34191,1977,26,438.76
C-011,Meta,2024-02-26,126.08,23446,555,20,376.7
C-012,Google,2024-02-26,140.86,26796,812,38,423.17
C-001,Meta,2024-02-27,148.39,27302,739,25,445.01
C-002,Meta,2024-02-27,348.95,67175,1799,23,526.37
C-003,Meta,2024-02-27,86.38,18492,543,18,239.8
C-004,Google,2024-02-27,176.64,36188,1813,119,1256.65
C-005,Google,2024-02-27,190.02,37249,1484,58,623.92
C-006,Google,2024-02-27,309.46,65604,1370,26,437.66
C-007,Google,2024-02-27,137.65,25099,909,32,415.97
C-008,TikTok,2024-02-27,61.63,13071,688,49,427.73
C-009,TikTok,2024-02-27,86.18,15611,626,31,354.31
C-010,TikTok,2024-02-27,177.84,38558,1874,21,322.6
C-011,Meta,2024-02-27,111.42,21456,614,23,337.01
C-012,Google,2024-02-27,163.68,33161,1251,53,498.37
C-001,Meta,2024-02-28,151.04,31419,828,34,446.87
C-002,Meta,2024-02-28,305.19,63190,1525,25,434.74
C-003,Meta,2024-02-28,114.63,20883,609,20,367.22
C-004,Google,2024-02-28,199.0,42740,1678,125,1192.95
C-005,Google,2024-02-28,239.62,43614,1399,61,791.07
C-006,Google,2024-02-28,257.74,51126,1114,19,456.5
C-007,Google,2024-02-28,127.94,23636,755,31,349.33
C-008,TikTok,2024-02-28,58.42,11817,502,35,433.77
C-009,TikTok,2024-02-28,93.21,17913,682,27,352.82
C-010,TikTok,2024-02-28,227.02,44163,2104,23,470.23
C-011,Meta,2024-02-28,122.17,25019,670,25,364.23
C-012,Google,2024-02-28,141.47,29761,900,35,497.51
C-001,Meta,2024-02-29,170.9,32757,989,41,472.36
C-002,Meta,2024-02-29,287.76,53413,1422,22,355.36
C-003,Meta,2024-02-29,103.33,19374,612,22,295.8
C-004,Google,2024-02-29,195.2,40732,1617,118,1431.19
C-005,Google,2024-02-29,231.26,47073,1782,73,823.66
C-006,Google,2024-02-29,318.32,59011,1179,21,440.34
C-007,Google,2024-02-29,146.98,31387,999,40,513.21
C-008,TikTok,2024-02-29,54.19,11008,588,41,376.99
C-009,TikTok,2024-02-29,92.71,19961,759,32,381.77
C-010,TikTok,2024-02-29,224.95,47350,2427,33,539.07
C-011,Meta,2024-02-29,118.3,21925,576,21,355.93
C-012,Google,2024-02-29,150.35,31281,1143,49,543.98
C-001,Meta,2024-03-01,155.97,29327,912,34,475.94
C-002,Meta,2024-03-01,336.55,73789,1927,32,471.72
C-003,Meta,2024-03-01,105.83,20414,505,18,305.1
C-004,Google,2024-03-01,183.81,37991,1667,134,1317.13
C-005,Google,2024-03-01,196.51,42031,1607,67,572.98
C-006,Google,2024-03-01,250.21,51745,941,18,359.61
C-007,Google,2024-03-01,121.68,23121,815,34,354.03
C-008,TikTok,2024-03-01,64.56,11704,640,45,516.15
C-009,TikTok,2024-03-01,96.47,20701,843,38,319.95
C-010,TikTok,2024-03-01,217.06,46006,2369,29,514.15
C-011,Meta,2024-03-01,115.95,25308,780,26,329.74
C-012,Google,2024-03-01,136.62,25965,887,39,485.73
C-001,Meta,2024-03-02,164.85,35683,1136,47,567.89
C-002,Meta,2024-03-02,324.48,66237,1793,30,426.22
C-003,Meta,2024-03-02,90.32,18723,475,16,263.02
C-004,Google,2024-03-02,173.37,34178,1564,104,1155.3
C-005,Google,2024-03-02,194.57,37595,1398,52,592.81
C-006,Google,2024-03-02,265.1,48257,1090,20,444.76
C-007,Google,2024-03-02,129.63,26302,805,34,379.89
C-008,TikTok,2024-03-02,54.96,10297,448,35,385.73
C-009,TikTok,2024-03-02,91.0,16714,582,23,311.08
C-010,TikTok,2024-03-02,191.65,36171,2140,25,462.43
C-011,Meta,2024-03-02,131.65,28863,664,25,362.61
C-012,Google,2024-03-02,179.42,36700,1255,58,605.59
C-001,Meta,2024-03-03,141.94,30749,1045,40,459.69
C-002,Meta,2024-03-03,299.15,64752,1775,25,456.86
C-003,Meta,2024-03-03,98.37,17879,560,19,286.46
C-004,Google,2024-03-03,204.2,38123,1950,147,1131.12
C-005,Google,2024-03-03,182.62,37768,1430,66,606.79
C-006,Google,2024-03-03,246.73,49718,1054,21,427.36
C-007,Google,2024-03-03,135.72,29531,1014,36,415.59
C-008,TikTok,2024-03-03,56.97,10454,452,39,417.33
C-009,TikTok,2024-03-03,92.02,17401,613,26,344.21
C-010,TikTok,2024-03-03,195.98,35408,2048,24,429.02
C-011,Meta,2024-03-03,124.26,26124,723,27,303.32
C-012,Google,2024-03-03,180.55,33265,1192,45,506.09
C-001,Meta,2024-03-04,161.94,31984,929,38,514.16
C-002,Meta,2024-03-04,323.21,59940,1449,23,458.7
C-003,Meta,2024-03-04,113.8,21139,623,26,359.23
C-004,Google,2024-03-04,192.38,37499,1914,145,1271.13
C-005,Google,2024-03-04,186.26,33564,1208,51,718.2
C-006,Google,2024-03-04,263.59,55335,1240,21,410.69
C-007,Google,2024-03-04,135.69,27206,782,28,462.88
C-008,TikTok,2024-03-04,54.5,10205,556,49,433.77
C-009,TikTok,2024-03-04,101.67,22344,839,38,343.02
C-010,TikTok,2024-03-04,174.04,32010,1879,22,346.94
C-011,Meta,2024-03-04,106.62,21987,522,19,334.37
C-012,Google,2024-03-04,151.25,29951,1022,39,496.22
C-001,Meta,2024-03-05,152.95,29760,843,32,416.73
C-002,Meta,2024-03-05,295.63,55832,1496,22,456.11
C-003,Meta,2024-03-05,89.03,18635,580,21,247.25
C-004,Google,2024-03-05,169.5,34250,1391,107,1214.72
C-005,Google,2024-03-05,232.6,43170,1528,59,882.5
C-006,Google,2024-03-05,244.42,44732,765,13,336.07
C-007,Google,2024-03-05,133.19,26132,858,38,419.28
C-008,TikTok,2024-03-05,60.78,13368,662,57,420.0
C-009,TikTok,2024-03-05,82.53,17404,707,29,293.96
C-010,TikTok,2024-03-05,200.62,39295,2162,27,465.28
C-011,Meta,2024-03-05,131.04,26805,651,23,360.99
C-012,Google,2024-03-05,144.6,31515,1089,50,495.47
C-001,Meta,2024-03-06,149.26,29008,796,31,414.99
C-002,Meta,2024-03-06,307.47,55871,1273,21,412.54
C-003,Meta,2024-03-06,99.09,19638,475,20,272.19
C-004,Google,2024-03-06,191.0,38363,1897,156,1153.35
C-005,Google,2024-03-06,212.79,39781,1456,58,756.77
C-006,Google,2024-03-06,308.18,61841,1190,24,495.51
C-007,Google,2024-03-06,124.26,26679,850,33,397.25
C-008,TikTok,2024-03-06,60.03,11139,501,34,450.82
C-009,TikTok,2024-03-06,82.21,15412,561,26,262.07
C-010,TikTok,2024-03-06,183.82,39051,2289,27,383.57
C-011,Meta,2024-03-06,109.59,20433,606,18,264.8
C-012,Google,2024-03-06,163.53,30489,1045,36,534.64
C-001,Meta,2024-03-07,130.02,24746,671,30,428.47
C-002,Meta,2024-03-07,326.11,58942,1570,24,426.89
C-003,Meta,2024-03-07,87.57,17336,557,23,228.85
C-004,Google,2024-03-07,197.84,40365,1976,162,1163.23
C-005,Google,2024-03-07,220.06,41939,1566,62,737.76
C-006,Google,2024-03-07,287.61,54413,1050,16,419.08
C-007,Google,2024-03-07,144.02,28829,900,32,392.39
C-008,TikTok,2024-03-07,59.57,12187,525,45,429.33
C-009,TikTok,2024-03-07,79.67,15877,536,24,314.99
C-010,TikTok,2024-03-07,223.82,47224,2713,32,451.74
C-011,Meta,2024-03-07,103.56,20835,516,20,315.16
C-012,Google,2024-03-07,154.3,31409,1111,49,522.9
C-001,Meta,2024-03-08,131.9,24448,728,26,467.54
C-002,Meta,2024-03-08,299.19,64346,1564,21,445.15
C-003,Meta,2024-03-08,108.68,22075,547,17,329.78
C-004,Google,2024-03-08,190.14,36627,1580,106,1292.11
C-005,Google,2024-03-08,194.48,41657,1424,57,616.71
C-006,Google,2024-03-08,295.17,62044,1208,23,469.79
C-007,Google,2024-03-08,124.94,25262,748,28,369.23
C-008,TikTok,2024-03-08,63.7,13340,738,61,492.74
C-009,TikTok,2024-03-08,88.56,18418,628,25,309.31
C-010,TikTok,2024-03-08,190.31,38447,2239,28,358.98
C-011,Meta,2024-03-08,136.72,24638,583,18,431.72
C-012,Google,2024-03-08,156.9,28644,866,31,432.45
C-001,Meta,2024-03-09,144.79,31763,985,39,492.74
C-002,Meta,2024-03-09,329.36,71744,1965,30,452.66
C-003,Meta,2024-03-09,91.05,18781,573,20,227.1
C-004,Google,2024-03-09,185.37,37191,1538,103,1037.2
C-005,Google,2024-03-09,193.57,34844,1094,52,713.36
C-006,Google,2024-03-09,267.66,52409,1075,19,458.7
C-007,Google,2024-03-09,113.18,20780,621,27,394.54
C-008,TikTok,2024-03-09,57.27,12515,583,48,374.56
C-009,TikTok,2024-03-09,101.6,20624,727,31,322.58
C-010,TikTok,2024-03-09,174.34,33433,2085,27,416.28
C-011,Meta,2024-03-09,133.54,28380,783,29,426.19
C-012,Google,2024-03-09,163.03,34366,1221,56,515.26
C-001,Meta,2024-03-10,148.23,30160,776,27,412.8
C-002,Meta,2024-03-10,332.83,73145,1925,26,440.2
C-003,Meta,2024-03-10,113.66,22807,544,22,304.72
C-004,Google,2024-03-10,158.02,32701,1613,105,1160.06
C-005,Google,2024-03-10,208.52,40482,1584,61,804.07
C-006,Google,2024-03-10,295.38,63919,1277,20,505.99
C-007,Google,2024-03-10,144.54,27212,793,29,464.02
C-008,TikTok,2024-03-10,53.81,9915,558,46,406.43
C-009,TikTok,2024-03-10,93.07,19597,753,29,333.27
C-010,TikTok,2024-03-10,207.24,41384,2607,35,483.35
C-011,Meta,2024-03-10,119.67,26252,797,26,307.14
C-012,Google,2024-03-10,163.68,29816,1072,43,530.18
C-001,Meta,2024-03-11,150.11,29383,930,33,549.02
C-002,Meta,2024-03-11,339.03,67264,1777,22,433.46
C-003,Meta,2024-03-11,102.43,19770,572,20,301.37
C-004,Google,2024-03-11,165.81,32971,1534,110,1077.37
C-005,Google,2024-03-11,191.76,39891,1342,62,608.88
C-006,Google,2024-03-11,253.11,46887,959,15,356.36
C-007,Google,2024-03-11,121.03,22926,718,27,335.33
C-008,TikTok,2024-03-11,68.26,12695,692,49,491.41
C-009,TikTok,2024-03-11,103.38,22120,844,40,404.03
C-010,TikTok,2024-03-11,188.0,38067,2136,24,417.37
C-011,Meta,2024-03-11,104.16,22139,593,22,287.26
C-012,Google,2024-03-11,152.06,29566,993,45,451.22
C-001,Meta,2024-03-12,128.39,23732,790,35,373.74
C-002,Meta,2024-03-12,327.29,67410,1520,24,438.29
C-003,Meta,2024-03-12,105.2,20987,629,26,294.2
C-004,Google,2024-03-12,168.47,34581,1390,93,1196.15
C-005,Google,2024-03-12,199.76,41000,1465,67,591.84
C-006,Google,2024-03-12,251.61,47586,899,15,374.49
C-007,Google,2024-03-12,135.64,25886,814,36,403.22
C-008,TikTok,2024-03-12,61.56,13458,655,47,379.82
C-009,TikTok,2024-03-12,96.15,19853,854,40,302.53
C-010,TikTok,2024-03-12,180.01,33143,1584,21,383.51
C-011,Meta,2024-03-12,102.95,20165,587,18,267.72
C-012,Google,2024-03-12,143.45,29578,1088,42,424.25
C-001,Meta,2024-03-13,140.29,28767,767,33,385.44
C-002,Meta,2024-03-13,335.7,71979,1705,25,536.95
C-003,Meta,2024-03-13,101.22,19322,532,23,310.94
C-004,Google,2024-03-13,162.56,33146,1550,120,1076.92
C-005,Google,2024-03-13,211.48,43476,1434,57,727.59
C-006,Google,2024-03-13,305.6,60409,1159,19,460.15
C-007,Google,2024-03-13,110.5,23493,830,31,339.38
C-008,TikTok,2024-03-13,51.15,11093,629,49,314.05
C-009,TikTok,2024-03-13,88.12,16894,590,22,305.21
C-010,TikTok,2024-03-13,194.7,39411,2099,22,437.96
C-011,Meta,2024-03-13,116.03,22641,567,19,299.5
C-012,Google,2024-03-13,172.7,37371,1347,58,516.94
C-001,Meta,2024-03-14,160.93,34173,998,44,465.91
C-002,Meta,2024-03-14,299.8,61601,1594,22,435.18
C-003,Meta,2024-03-14,90.63,16383,396,15,238.06
C-004,Google,2024-03-14,158.52,30240,1448,115,947.79
C-005,Google,2024-03-14,187.99,37549,1251,49,696.59
C-006,Google,2024-03-14,321.83,63898,1389,23,568.0
C-007,Google,2024-03-14,147.61,26900,931,32,453.49
C-008,TikTok,2024-03-14,54.46,11636,637,55,347.64
C-009,TikTok,2024-03-14,97.24,18471,759,33,375.02
C-010,TikTok,2024-03-14,172.01,34132,2029,24,413.47
C-011,Meta,2024-03-14,119.02,24667,628,21,346.17
C-012,Google,2024-03-14,138.02,30018,996,37,460.02
C-001,Meta,2024-03-15,136.44,29402,978,35,385.91
C-002,Meta,2024-03-15,332.76,64216,1445,20,412.71
C-003,Meta,2024-03-15,108.67,19599,473,19,312.81
C-004,Google,2024-03-15,185.2,36087,1423,95,1056.24
C-005,Google,2024-03-15,217.47,47241,1899,82,641.75
C-006,Google,2024-03-15,292.14,60780,1321,21,429.94
C-007,Google,2024-03-15,148.79,31475,1084,47,452.77
C-008,TikTok,2024-03-15,54.47,11306,541,38,439.09
C-009,TikTok,2024-03-15,89.6,17696,631,30,292.54
C-010,TikTok,2024-03-15,181.2,35135,2067,23,418.35
C-011,Meta,2024-03-15,134.92,27278,641,20,354.62
C-012,Google,2024-03-15,148.64,28937,811,34,458.39
C-001,Meta,2024-03-16,135.85,24554,815,35,400.65
C-002,Meta,2024-03-16,341.22,70404,1780,25,481.16
C-003,Meta,2024-03-16,99.93,20191,584,21,302.05
C-004,Google,2024-03-16,158.97,31941,1250,103,918.54
C-005,Google,2024-03-16,233.53,43923,1530,56,810.92
C-006,Google,2024-03-16,308.25,63597,1281,24,457.09
C-007,Google,2024-03-16,124.79,25486,710,32,353.05
C-008,TikTok,2024-03-16,59.85,12903,563,49,374.13
C-009,TikTok,2024-03-16,91.57,19919,737,31,350.27
C-010,TikTok,2024-03-16,219.42,41828,1983,20,433.67
C-011,Meta,2024-03-16,136.01,29707,705,27,384.45
C-012,Google,2024-03-16,145.09,29170,890,37,419.56
C-001,Meta,2024-03-17,161.21,31695,838,34,493.89
C-002,Meta,2024-03-17,316.04,65296,1819,24,400.03
C-003,Meta,2024-03-17,97.05,18779,471,20,276.63
C-004,Google,2024-03-17,172.03,33134,1710,121,1075.16
C-005,Google,2024-03-17,226.64,44698,1670,72,785.17
